t,value
1507910960,178782208
1507910961,178782208
1507910962,178782208
1507910963,178782208
1507910964,178782208
1507910965,178782208
1507910966,211812352
1507910967,211812352
1507910968,211812352
1507910969,211812352
1507910970,211812352
1507910971,211812352
1507910972,211812352
1507910973,250085376
1507910973,250085376
