t,value
1507910960,127529752
1507910961,206816240
1507910962,217217576
1507910963,232125024
1507910964,255487224
1507910965,285424936
1507910966,203211912
1507910967,232276400
1507910968,259162592
1507910969,286991944
1507910970,314869024
1507910971,342737360
1507910972,371375464
1507910973,198004384
1507910973,228583840
