t,value
1507910960,67081472
1507910961,142486840
1507910962,152761312
1507910963,166486576
1507910964,187699112
1507910965,215370432
1507910966,131629912
1507910967,159164904
1507910968,187270496
1507910969,214205640
1507910970,242373272
1507910971,269494768
1507910972,297851648
1507910973,124515800
1507910973,153679016
