t,value
1507910960,13699376
1507910961,13699376
1507910962,13699376
1507910963,13699376
1507910964,13699376
1507910965,13699376
1507910966,22530304
1507910967,22530304
1507910968,22530304
1507910969,22530304
1507910970,22530304
1507910971,22530304
1507910972,22530304
1507910973,24087432
1507910973,24087432
