t,value
1507910949,19
1507910950,30
1507910951,30
1507910952,30
1507910953,30
1507910954,30
1507910955,30
1507910956,30
1507910957,30
1507910958,30
1507910959,30
1507910960,30
1507910961,30
1507910962,30
1507910963,30
1507910964,30
1507910965,30
1507910966,30
1507910967,30
1507910968,30
1507910969,30
1507910970,30
1507910971,30
1507910972,30
1507910973,30
1507910974,30
1507910975,30
1507910976,30
1507910977,30
1507910978,30
1507910979,30
