t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1507741919,12,14.021772,1.610921,0.019179,3.740008,0.670360,1.013189,14.021772,14.021772,14.021772,14.021772,5.288069,0.000000,0.000000,0.000000,calls/second,milliseconds
