t,value
1507840556,0.019817606608072916
1507840557,0.020273844401041668
1507840558,0.02064793904622396
1507840559,0.02092259724934896
1507840560,0.021230570475260415
1507840561,0.022544352213541667
1507840562,0.022853851318359375
1507840563,0.022929636637369792
1507840564,0.02313206990559896
1507840565,0.02321624755859375
1507840566,0.023444112141927084
1507840567,0.023607635498046876
1507840568,0.023657480875651043
1507840569,0.0236724853515625
1507840570,0.02371063232421875
1507840571,0.02376073201497396
1507840572,0.02378362019856771
1507840573,0.023281351725260416
1507840574,0.020416768391927083
1507840575,0.020535024007161458
1507840576,0.020600128173828124
1507840577,0.020960235595703126
1507840578,0.021210225423177083
1507840579,0.021268717447916665
1507840580,0.02142181396484375
1507840581,0.021611785888671874
1507840582,0.02167332967122396
1507840583,0.021692657470703126
1507840584,0.02171783447265625
1507840585,0.02172088623046875
1507840586,0.02172088623046875
1507840587,0.02175420125325521
1507840588,0.021805318196614583
1507840589,0.021936798095703126
