t,value
1507840556,0.983139114000311
1507840557,0.9850445647737873
1507840558,0.9766033905480296
1507840559,0.9769626861722599
1507840560,0.9773135631542488
1507840561,0.9785235737645349
1507840562,0.9790785678597383
1507840563,0.979564578034157
1507840564,0.979931640625
1507840565,0.9799435637718024
1507840566,0.9800940225290697
1507840567,0.9804253156795059
1507840568,0.9804253156795059
1507840569,0.9804375227107558
1507840570,0.9804622206577035
1507840571,0.9804622206577035
1507840572,0.9804622206577035
1507840573,0.9804622206577035
1507840574,0.9759801691228693
1507840575,0.9760001442649148
1507840576,0.9761369185014205
1507840577,0.9795790238813921
1507840578,0.97958984375
1507840579,0.9799502286044034
1507840580,0.9803017356178977
1507840581,0.9803522283380682
1507840582,0.980427412553267
1507840583,0.9804404518821023
1507840584,0.9804715243252841
1507840585,0.9804715243252841
1507840586,0.9804715243252841
1507840587,0.9808391224254261
1507840588,0.9810294411399147
1507840589,0.9813784512606534
