t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1507741911,6,173.710627,31.595967,0.036103,62.934453,5.329410,6.830156,173.710627,173.710627,173.710627,173.710627,1.962710,0.000000,0.000000,0.000000,calls/second,milliseconds
