t,value
1507840556,0.1007898158373491
1507840557,0.10332733819789233
1507840558,0.10719430038119403
1507840559,0.10978040368386147
1507840560,0.11229354050300575
1507840561,0.06658319552617006
1507840562,0.07011996652753033
1507840563,0.0734309826867055
1507840564,0.07578292870190918
1507840565,0.07909340410276627
1507840566,0.08144513851688896
1507840567,0.08475561391774605
1507840568,0.08710734833186874
1507840569,0.0904421813682709
1507840570,0.09279452707440533
1507840571,0.09514703735915832
1507840572,0.097498771773281
1507840573,0.1008092471741381
1507840574,0.16858794178543915
1507840575,0.17288182145458156
1507840576,0.17641015192393344
1507840577,0.17876198038298102
1507840578,0.1820725263175318
1507840579,0.1853831427857762
1507840580,0.18773487719989887
1507840581,0.19104535260075597
1507840582,0.19339708701487865
1507840583,0.19670756241573575
1507840584,0.20001803781659283
1507840585,0.20236977223071553
1507840586,0.2056802476315726
1507840587,0.20947037566057156
1507840588,0.2127816974657526
1507840589,0.2151334318798753
