t,value
1507910949,3
1507910950,4
1507910951,4
1507910952,4
1507910953,4
1507910954,4
1507910955,4
1507910956,4
1507910957,4
1507910958,4
1507910959,4
1507910960,4
1507910961,4
1507910962,4
1507910963,4
1507910964,4
1507910965,4
1507910966,4
1507910967,4
1507910968,4
1507910969,4
1507910970,4
1507910971,4
1507910972,4
1507910973,4
1507910974,4
1507910975,4
1507910976,4
1507910977,4
1507910978,4
1507910979,4
