t,value
1507840556,0.0
1507840557,0.0
1507840558,0.0
1507840559,0.0
1507840560,0.0
1507840561,0.9704871544471154
1507840562,0.9704871544471154
1507840563,0.9704871544471154
1507840564,0.9704871544471154
1507840565,0.9704871544471154
1507840566,0.9704871544471154
1507840567,0.9704871544471154
1507840568,0.9704871544471154
1507840569,0.9704871544471154
1507840570,0.9704871544471154
1507840571,0.9704871544471154
1507840572,0.9704871544471154
1507840573,0.9704871544471154
1507840574,0.9704871544471154
1507840575,0.9704871544471154
1507840576,0.9704871544471154
1507840577,0.9704871544471154
1507840578,0.9704871544471154
1507840579,0.9704871544471154
1507840580,0.9704871544471154
1507840581,0.9704871544471154
1507840582,0.9704871544471154
1507840583,0.9704871544471154
1507840584,0.9704871544471154
1507840585,0.9704871544471154
1507840586,0.9704871544471154
1507840587,0.9704871544471154
1507840588,0.9704871544471154
1507840589,0.9704871544471154
