t,value
1507910961,256311296
1507910962,256311296
1507910963,256311296
1507910964,256311296
1507910965,256311296
1507910966,256311296
1507910967,256311296
1507910968,256311296
1507910969,256311296
1507910970,256311296
1507910971,256311296
1507910972,256311296
1507910973,256311296
