t,value
1507910950,0.21131502430758373
1507910951,0.21382832749981748
1507910952,0.21636568348727123
1507910953,0.21887865393332603
1507910954,0.22139162437938084
1507910955,0.22390459482543565
1507910956,0.22641756527149046
1507910957,0.22893053571754526
1507910958,0.23144350616360007
1507910959,0.2572049767800209
1507910960,0.32087134720751803
1507910961,0.32338431765357284
1507910962,0.32589728809962765
1507910963,0.32841025854568245
1507910964,0.32841025854568245
1507910965,0.33469343333972207
1507910966,0.3372064037857769
1507910967,0.3397193742318317
1507910968,0.3422323446778865
1507910969,0.3447453151239413
1507910970,0.3472582855699961
1507910971,0.3497712560160509
1507910972,0.3522842264621057
1507910973,0.36862020997614875
1507910974,0.37113370330905615
1507910975,0.37364667375511096
1507910976,0.37615964420116577
1507910977,0.0031073045360949614
