t,value
1507910950,23
1507910951,23
1507910952,23
1507910953,23
1507910954,23
1507910955,23
1507910956,23
1507910957,23
1507910958,23
1507910959,23
1507910960,23
1507910961,23
1507910962,23
1507910963,23
1507910964,23
1507910965,23
1507910966,23
1507910967,23
1507910968,23
1507910969,23
1507910970,23
1507910971,23
1507910972,23
1507910973,23
1507910974,23
1507910975,23
1507910976,23
1507910977,23
